"Data","AuthorDate","Citation","Species","System","Taxa","VertInvt","Disturbance","OutIn","AnthroNat1","AntroNat2","Sample1","Sample2","Sex","GenPhen","AlloSyn","Trait","Years","GLength","Darwins","Haldanes","DarwinsAbs","HaldanesAbs","Generations","HaldaneNumAbs","DarwinNumAbs"
1856,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Kaihue)","(Fluctuate)Res42",2,2,2,"femsomaweight",70,0.5,-1657.12734089831,-0.00197427410982953,1657.12734089831,0.00197427410982953,140,0.276398375376134,0.115998913862882
1857,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Kaihue)","(Fluctuate)Res50",2,2,2,"femsomaweight",70,0.5,7465.61217517727,0.00646005943853527,7465.61217517727,0.00646005943853527,140,0.904408321394937,0.522592852262409
1858,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Kaihue)","(Fluctuate)Res60",2,2,2,"femsomaweight",70,0.5,2661.17082871503,0.00264731040357237,2661.17082871503,0.00264731040357237,140,0.370623456500132,0.186281958010052
1859,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Kaihue)","(Fluctuate)Res61",2,2,2,"femsomaweight",70,0.5,5344.86536494808,0.00463037696042396,5344.86536494808,0.00463037696042396,140,0.648252774459355,0.374140575546366
1860,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Kaihue)","(Fluctuate)Res80",2,2,2,"femsomaweight",70,0.5,2126.98640398347,0.00167953978209354,2126.98640398347,0.00167953978209354,140,0.235135569493096,0.148889048278843
1861,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Kaihue)","(Fluctuate)Res81",2,2,2,"femsomaweight",70,0.5,5544.01888233682,0.00447923285110513,5544.01888233682,0.00447923285110513,140,0.627092599154718,0.388081321763577
1862,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Kaihue)","(Fluctuate)Res84",2,2,2,"femsomaweight",70,0.5,8536.64078405363,0.0078458794014492,8536.64078405363,0.0078458794014492,140,1.09842311620289,0.597564854883754
1863,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Kaihue)","(Fluctuate)Res90",2,2,2,"femsomaweight",70,0.5,-166.171660035693,-0.000133668828845896,166.171660035693,0.000133668828845896,140,0.0187136360384255,0.0116320162024985
1864,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Kaihue)","(Fluctuate)Res91",2,2,2,"femsomaweight",70,0.5,3422.94198594295,0.00299487235431041,3422.94198594295,0.00299487235431041,140,0.419282129603458,0.239605939016006
1865,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Univeristy)","(Fluctuate)Wahiawa",2,2,2,"femsomaweight",70,0.5,7237.50282211597,0.00581101852120922,7237.50282211597,0.00581101852120922,140,0.813542592969291,0.506625197548118
1866,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Univeristy)","(Fluctuate)Opaeula",2,2,2,"femsomaweight",70,0.5,7834.75536708111,0.00681869695253858,7834.75536708111,0.00681869695253858,140,0.954617573355401,0.548432875695678
1867,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Univeristy)","(Fluctuate)Res21",2,2,2,"femsomaweight",70,0.5,1918.28022328393,0.000994558525195093,1918.28022328393,0.000994558525195093,140,0.139238193527313,0.134279615629875
1868,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Univeristy)","(Fluctuate)Res22",2,2,2,"femsomaweight",70,0.5,12737.6862663811,0.00768953274218923,12737.6862663811,0.00768953274218923,140,1.07653458390649,0.891638038646676
1869,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Univeristy)","(Fluctuate)Res25",2,2,2,"femsomaweight",70,0.5,15599.0956636332,0.0178127373146287,15599.0956636332,0.0178127373146287,140,2.49378322404801,1.09193669645433
1870,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Univeristy)","(Fluctuate)Res31",2,2,2,"femsomaweight",70,0.5,6757.04525848717,0.00503264524772937,6757.04525848717,0.00503264524772937,140,0.704570334682112,0.472993168094102
1871,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Univeristy)","(Fluctuate)Res32",2,2,2,"femsomaweight",70,0.5,13588.6154747369,0.013630097369244,13588.6154747369,0.013630097369244,140,1.90821363169416,0.951203083231579
1872,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Univeristy)","(Fluctuate)Res33",2,2,2,"femsomaweight",70,0.5,19358.928302242,0.0197734303211139,19358.928302242,0.0197734303211139,140,2.76828024495594,1.35512498115694
1873,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Univeristy)","(Fluctuate)Res35",2,2,2,"femsomaweight",70,0.5,3430.90792124712,0.00308728226659996,3430.90792124712,0.00308728226659996,140,0.432219517323995,0.240163554487299
1874,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Univeristy)","(Fluctuate)Res40",2,2,2,"femsomaweight",70,0.5,21429.6770206133,0.0186204565722767,21429.6770206133,0.0186204565722767,140,2.60686392011874,1.50007739144293
1875,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Univeristy)","(Fluctuate)Res41",2,2,2,"femsomaweight",70,0.5,2189.92688204804,0.00150182338398347,2189.92688204804,0.00150182338398347,140,0.210255273757686,0.153294881743363
1876,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Univeristy)","(Fluctuate)Res42",2,2,2,"femsomaweight",70,0.5,3818.07834664415,0.00400988004508451,3818.07834664415,0.00400988004508451,140,0.561383206311831,0.26726548426509
1877,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Univeristy)","(Fluctuate)Res50",2,2,2,"femsomaweight",70,0.5,12940.8178627197,0.0132515609053878,12940.8178627197,0.0132515609053878,140,1.8552185267543,0.905857250390381
1878,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Univeristy)","(Fluctuate)Res60",2,2,2,"femsomaweight",70,0.5,8136.37651625749,0.00765497485571064,8136.37651625749,0.00765497485571064,140,1.07169647979949,0.569546356138024
1879,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Univeristy)","(Fluctuate)Res61",2,2,2,"femsomaweight",70,0.5,10820.0710524905,0.00853693117916695,10820.0710524905,0.00853693117916695,140,1.19517036508337,0.757404973674338
1880,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Univeristy)","(Fluctuate)Res80",2,2,2,"femsomaweight",70,0.5,7602.19209152593,0.00561031510184345,7602.19209152593,0.00561031510184345,140,0.785444114258083,0.532153446406815
1881,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Univeristy)","(Fluctuate)Res81",2,2,2,"femsomaweight",70,0.5,11019.2245698793,0.00949912442659279,11019.2245698793,0.00949912442659279,140,1.32987741972299,0.771345719891549
1882,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Univeristy)","(Fluctuate)Res84",2,2,2,"femsomaweight",70,0.5,14011.8464715961,0.0151085408449742,14011.8464715961,0.0151085408449742,140,2.11519571829639,0.980829253011726
1883,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Univeristy)","(Fluctuate)Res90",2,2,2,"femsomaweight",70,0.5,5309.03402750676,0.00407325164604901,5309.03402750676,0.00407325164604901,140,0.570255230446861,0.371632381925473
1884,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Univeristy)","(Fluctuate)Res91",2,2,2,"femsomaweight",70,0.5,8898.14767348541,0.00693754528649901,8898.14767348541,0.00693754528649901,140,0.971256340109862,0.622870337143978
1885,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Wahiawa","(Fluctuate)Opaeula",2,2,2,"femsomaweight",70,0.5,597.25254496514,0.000647140098742227,597.25254496514,0.000647140098742227,140,0.0905996138239118,0.0418076781475598
1886,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Wahiawa","(Fluctuate)Res21",2,2,2,"femsomaweight",70,0.5,-5319.22259883204,-0.00357306328033063,5319.22259883204,0.00357306328033063,140,0.500228859246288,0.372345581918243
1887,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Wahiawa","(Fluctuate)Res22",2,2,2,"femsomaweight",70,0.5,5500.18344426512,0.00377312523010279,5500.18344426512,0.00377312523010279,140,0.528237532214391,0.385012841098558
1888,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Wahiawa","(Fluctuate)Res25",2,2,2,"femsomaweight",70,0.5,8361.59284151725,0.0110942111617894,8361.59284151725,0.0110942111617894,140,1.55318956265052,0.585311498906208
1889,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Wahiawa","(Fluctuate)Res31",2,2,2,"femsomaweight",70,0.5,-480.4575636288,-0.000442918365939742,480.4575636288,0.000442918365939742,140,0.0620085712315639,0.033632029454016
1890,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Wahiawa","(Fluctuate)Res32",2,2,2,"femsomaweight",70,0.5,6351.11265262088,0.00749532496607961,6351.11265262088,0.00749532496607961,140,1.04934549525115,0.444577885683461
1891,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Wahiawa","(Fluctuate)Res33",2,2,2,"femsomaweight",70,0.5,12121.425480126,0.013420714363383,12121.425480126,0.013420714363383,140,1.87890001087362,0.84849978360882
1892,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Wahiawa","(Fluctuate)Res35",2,2,2,"femsomaweight",70,0.5,-3806.59490086885,-0.00450378619319109,3806.59490086885,0.00450378619319109,140,0.630530067046752,0.266461643060819
1893,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Wahiawa","(Fluctuate)Res40",2,2,2,"femsomaweight",70,0.5,14192.1741984973,0.0132422871166998,14192.1741984973,0.0132422871166998,140,1.85392019633798,0.99345219389481
1894,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Wahiawa","(Fluctuate)Res41",2,2,2,"femsomaweight",70,0.5,-5047.57594006794,-0.00459784689919498,5047.57594006794,0.00459784689919498,140,0.643698565887297,0.353330315804755
1895,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Wahiawa","(Fluctuate)Res42",2,2,2,"femsomaweight",70,0.5,-3419.42447547182,-0.0049200495741192,3419.42447547182,0.0049200495741192,140,0.688806940376688,0.239359713283028
1896,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Wahiawa","(Fluctuate)Res50",2,2,2,"femsomaweight",70,0.5,5703.31504060375,0.00690938647108251,5703.31504060375,0.00690938647108251,140,0.967314105951552,0.399232052842263
1897,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Wahiawa","(Fluctuate)Res60",2,2,2,"femsomaweight",70,0.5,898.873694141513,0.00106726409641754,898.873694141513,0.00106726409641754,140,0.149416973498456,0.0629211585899059
1898,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Wahiawa","(Fluctuate)Res61",2,2,2,"femsomaweight",70,0.5,3582.56823037457,0.00339484928015276,3582.56823037457,0.00339484928015276,140,0.475278899221387,0.25077977612622
1899,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Wahiawa","(Fluctuate)Res80",2,2,2,"femsomaweight",70,0.5,364.689269409954,0.000331708310809452,364.689269409954,0.000331708310809452,140,0.0464391635133232,0.0255282488586968
1900,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Wahiawa","(Fluctuate)Res81",2,2,2,"femsomaweight",70,0.5,3781.7217477633,0.00386016665960185,3781.7217477633,0.00386016665960185,140,0.540423332344259,0.264720522343431
1901,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Wahiawa","(Fluctuate)Res84",2,2,2,"femsomaweight",70,0.5,6774.34364948012,0.00856527655836206,6774.34364948012,0.00856527655836206,140,1.19913871817069,0.474204055463608
1902,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Wahiawa","(Fluctuate)Res90",2,2,2,"femsomaweight",70,0.5,-1928.46879460921,-0.00189173823129062,1928.46879460921,0.00189173823129062,140,0.264843352380687,0.134992815622645
1903,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Wahiawa","(Fluctuate)Res91",2,2,2,"femsomaweight",70,0.5,1660.64485136943,0.00158689806645603,1660.64485136943,0.00158689806645603,140,0.222165729303844,0.11624513959586
1904,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Opaeula","(Fluctuate)Res21",2,2,2,"femsomaweight",70,0.5,-5916.47514379718,-0.00464911951618627,5916.47514379718,0.00464911951618627,140,0.650876732266077,0.414153260065802
1905,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Opaeula","(Fluctuate)Res22",2,2,2,"femsomaweight",70,0.5,4902.93089929998,0.00508923686800614,4902.93089929998,0.00508923686800614,140,0.712493161520859,0.343205162950999
1906,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Opaeula","(Fluctuate)Res25",2,2,2,"femsomaweight",70,0.5,7764.34029655212,0.0112385732239707,7764.34029655212,0.0112385732239707,140,1.5734002513559,0.543503820758648
1907,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Opaeula","(Fluctuate)Res31",2,2,2,"femsomaweight",70,0.5,-1077.71010859394,-0.00113734582337594,1077.71010859394,0.00113734582337594,140,0.159228415272631,0.0754397076015758
1908,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Opaeula","(Fluctuate)Res32",2,2,2,"femsomaweight",70,0.5,5753.86010765574,0.00758656859154626,5753.86010765574,0.00758656859154626,140,1.06211960281648,0.402770207535902
1909,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Opaeula","(Fluctuate)Res33",2,2,2,"femsomaweight",70,0.5,11524.1729351609,0.0180405933316164,11524.1729351609,0.0180405933316164,140,2.52568306642629,0.80669210546126
1910,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Opaeula","(Fluctuate)Res35",2,2,2,"femsomaweight",70,0.5,-4403.84744583399,-0.00473608211325981,4403.84744583399,0.00473608211325981,140,0.663051495856374,0.308269321208379
1911,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Opaeula","(Fluctuate)Res40",2,2,2,"femsomaweight",70,0.5,13594.9216535321,0.0191244273360093,13594.9216535321,0.0191244273360093,140,2.6774198270413,0.95164451574725
1912,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Opaeula","(Fluctuate)Res41",2,2,2,"femsomaweight",70,0.5,-5644.82848503307,-0.00529470510046555,5644.82848503307,0.00529470510046555,140,0.741258714065177,0.395137993952315
1913,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Opaeula","(Fluctuate)Res42",2,2,2,"femsomaweight",70,0.5,-4016.67702043696,-0.00442065087144675,4016.67702043696,0.00442065087144675,140,0.618891122002545,0.281167391430587
1914,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Opaeula","(Fluctuate)Res50",2,2,2,"femsomaweight",70,0.5,5106.06249563861,0.00686091178019255,5106.06249563861,0.00686091178019255,140,0.960527649226957,0.357424374694703
1915,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Opaeula","(Fluctuate)Res60",2,2,2,"femsomaweight",70,0.5,301.621149176372,0.000348192038679443,301.621149176372,0.000348192038679443,140,0.0487468854151221,0.0211134804423461
1916,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Opaeula","(Fluctuate)Res61",2,2,2,"femsomaweight",70,0.5,2985.31568540943,0.00323851276991416,2985.31568540943,0.00323851276991416,140,0.453391787787982,0.20897209797866
1917,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Opaeula","(Fluctuate)Res80",2,2,2,"femsomaweight",70,0.5,-232.563275555187,-0.000242595518053054,232.563275555187,0.000242595518053054,140,0.0339633725274275,0.0162794292888631
1918,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Opaeula","(Fluctuate)Res81",2,2,2,"femsomaweight",70,0.5,3184.46920279816,0.00386097750677445,3184.46920279816,0.00386097750677445,140,0.540536850948422,0.222912844195871
